Export_country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,135,136,137,141,144
Austria,1914.3439904960496,41.10096477191863,55.15188442564201,785.2033409746284,702.1721714022708,586505.1523755656,24.433518115264672,0.1539436746972786,46.65185022638819,526.4814387877179,47.5114978693207,1224.0943392955012,91.103333543905,41.75618189432116,550540.8583731471,1569.404833120212,4596.507996264276,556950.6469567434,166.2178749351359,1954.0678482986903,5496.410459887409,540.1121912329018,192.04137601461417,522988.1741813414,290.60064850670875,47.74816272943535,477686.61634581577,7333.788367189301,1109.9291438783862,517797.7903751114,852.7035281146983,2411.5491579068207,471908.65624275286,337.337218084574,6747.428969302151,473869.0766592789,33.415016876723655,198.20857632891867,488035.84737694723,2124.07179193949,2108.1271510203796,514135.4594632052,1049.6669998717264,0.0290822198691593,465739.19624378067,3937.15789491865,2003.8742789055602,478147.9078559019,157.61523765754288,102.56316908256017,492417.79124539514,9329.952626993701,1012.1782520454709,565180.7509732512,104.26750330453092,30.77016630211443,428149.058463347,3130.7668270416325,1510.6719562678386,441675.2471790946,581.6511520706422,0.5319885620327447,526434.1865933365,16433.032723296004,5281.077704526302,519141.28517830296,132.77544571358814,600.889136399593,473146.98374405503,3890.8136253678517,7376.286719914601,459954.7052627445,1418.7441734443037,118.45884213252283,488385.80215456826,334.86464366925503,1329.0555340115768,459096.39051945874,227.073868735877,893.3139036850906,483379.3070377837,8248.83626560806,5902.5554967368325,416822.5820184189,1.068355774194755,1940.6393262893093,494263.93886793056,12080.561304893214,1645.7251286515789,512837.264474942,79.59472980962816,53.79695859874276,378699.06222582667,3551.556214852475,531.6356031845196,417379.04193025484,0.1173081850136609,111.8275798351958,303655.1508879979,494.5731894521803,650.3000061064962,490013.32276069716,1899.7460047082668,89.13672269713038,412860.1598504451,1165.9449105890108,1.225506406300608,386901.8912659074,4174.905681285029,,452047.1214231817,1654.304720382692,759.9513191464719,446850.46048878593,101.93459382465198,1985.5700461560523,446823.48054102965,5730.2984581230285,3562.686893435311,394393.4677663704,4309.514287381473,201.1942929922583,422349.3505585878,82.05833744370565,2981.4298109253878,521368.0345722757,1497.5992875230954,391.5072396741883,389074.30200804514,3554.029121131714,6939.126423205407,377026.22089830984,603503.6355018007,,4025.23470240347,357813.7877970685,123698.16570870456
Belgium,6790.560996572733,86.12000130867956,14651.356607799542,10084.718890621842,5025.164330917627,1422796.7532427835,689.1508490081546,4475.599982827904,8372.170926366,10417.110593068837,3136.9317821878153,236.09999761730467,672.8409889340403,217.89700122451782,1260332.17369422,4915.565920959222,10095.70100065079,1352665.4438002086,2395.058638471369,710.6099827289579,2603.225746150333,37480.97124935091,8058.5706425374665,1209671.3035150126,119.8983233095662,268.3612690613622,1292715.532902115,1930.9053185917048,13593.917493820618,1372099.5608389128,463.1399061959601,1731.7285676688562,1208389.03108919,13298.560010166822,15011.435393305797,1183995.0632583662,3780.474010982991,59.659153257108144,1422350.8831810448,8290.20632321941,9254.078743203716,1409089.9429477032,367.4629984016409,359.5098789519563,1135372.3608857503,6896.524965564261,3275.0155214759143,1261332.6454531124,501.65667302702275,40.550292660461494,1526905.553008852,4615.029389654041,5625.775695871198,1500844.0310097176,1263.28048764504,2736.332762639492,1168271.7624833635,4132.342006188562,4176.681302548033,1361808.543946718,4702.446837578123,446.80078220812544,1507781.8605166718,3070.2822727027997,10312.155972469316,1588829.783002386,1000.6190880623865,405.6629861965777,1428238.6215628192,9662.301891376927,5716.374912976656,1419528.7218356112,427.73700237274204,1935.7194616376892,1585480.654551,6147.180254488604,4334.932294612673,1593674.9506340756,416.2330898190182,388.3100180346522,1548491.551076836,1839.1969785452754,2837.309772080659,1418949.5515509276,12600.24795257953,1697.6764591521555,1513878.4974339684,12933.030162127563,25178.48854680244,1372998.1944780531,1605.6413484710693,1952.025016525001,1454780.4285095746,32059.63812520668,4919.539359059702,1267504.1769268997,5711.773649038069,1300.728728254073,857900.6437432701,5329.034535059983,9717.482552967718,1100968.207096589,10053.254776698588,2540.7335576512783,1238628.569959143,27523.38822007354,15357.22034113099,1194844.570195403,1590.0105122156701,1403.5104380624107,1112449.1474551398,13529.781780206418,8152.477431091346,1277518.9723588156,16405.924821918532,201.1640013666153,1146846.5636018384,13683.825148478907,9169.967116950385,1161236.9931017803,1020.534734468685,8118.7840819139365,1190306.4310953273,11217.196601019312,41151.40978655245,1151819.0333769047,1418.6027866094805,974.5239963305298,1224482.4910923087,18676.938134146414,934.7765313372629,916416.7545603539,1366624.1777538767,6854.555084426678,1877.100990295411,959590.0216856209,840858.8323156264
Brazil,47126.72222618125,747.440007324219,6485.638342033662,8203.993002746582,4003.7949929504384,2538738.4958669674,12037.197,913.8353071798649,5711.04409453763,3759.962361339952,1309.3737895243917,2129.3250468557335,11118.96245001233,136.821,1964407.134553475,1828.969,66146.80181522366,1725023.5972743258,1469.64036199047,2033.2340000000002,148174.27518978924,30793.175435812856,26205.16899847412,1806334.7600559643,54971.308999999994,1057.39,1803659.313858501,137136.84354850854,32033.837835814094,2663749.406466473,40336.75,830.28,2240641.1229854794,210590.44879600135,82042.28766128872,2581144.113693664,10670.089,17611.149199870077,2532660.4186999807,228006.08788091742,14857.06722327356,2051015.7258990752,121.976,275.41,2679027.2181275887,111691.02791666666,255907.84555963258,3085060.3004876515,304.10420306513413,352.062,2502454.495728902,59319.80063365427,110353.41726962426,3009293.163563486,125.45532312387743,44088.217,2618139.841212171,48382.022,229069.5643638132,2773538.286899903,76.245,10609.59850281982,2830851.111508366,210778.44500051846,27474.796933804515,2478241.3468016717,502.7210829935061,892.3606986371502,2976153.0801920975,104551.63745630934,22343.028736074288,2757804.9316148255,37.42,557.0076445551377,2368355.721854147,2621.35970346298,76092.25800993902,3013444.4825928546,7.574,18041.3435841676,3033920.408050907,99811.07802902664,131874.57900061033,2387660.916938568,1392.2199999999998,778.565,2681038.5165144894,182073.5916546285,71189.0722912488,2908068.006624824,124.863,2954.89100579834,2863079.3751890855,59243.69435009397,4672.681885703819,2584767.6478508958,141.9436181892336,350.27300050353995,2590271.2561419583,10152.07290322518,31874.838314065506,1986425.423571711,1706.0879603836704,710.5289700267132,2428320.5224370547,9976.849443739879,41334.122040572205,2722889.3944649035,14680.462019052415,17526.016,2275482.6246317425,37176.11666049884,43569.48344620408,2471165.4412484425,101.09227951981508,999.461,2535957.0185604757,56953.40098335988,70262.0162887408,2588352.3339103274,36739.96218550499,18701.40889933155,2152052.2148938347,23151.73206321983,41175.16218209159,2041719.5400555616,295.642,4612.735251391837,2490515.46439642,320987.02679756295,7226.787804207319,2046930.2099498205,2618012.494075362,72480.82623159065,51.0,1672779.54136084,2517013.208533283
Canada,901.5243460519407,18.3999996185303,73.2194960061892,558.378463313266,15393.49749959814,533484.0290869693,276.079,169.52114323027345,634.5563414634287,1165.4619332990908,190.6810004577637,56.333431837698384,1076.6594634465923,50.366,532951.2117423457,2069.969137972338,970.6119756545027,620312.944499494,171.89480545829,29.71,1576.5044048505026,20992.820576671496,22518.18445259263,570676.3620858408,1188.1390002288817,75.86596113996237,662760.1627519445,4454.2425168835325,2044.6292948072876,412537.99112937675,256.3320005187988,74.85248016263634,580461.1075444309,1896.0833565929665,1312.0523971064752,619158.4497136171,166.5780018614608,0.176849505934244,400263.4225949244,2223.8684324660644,1002.4910574686443,407556.54877199954,184.6040001297472,141.09599996185304,448052.61464115727,650.7377616437874,1336.078205115708,407625.9726097716,236.6687798423767,406.059670015522,388239.8074662297,463.00731543350224,734.0401008913508,471484.37638328335,106.49428413594121,141.38916353442247,368738.2372455381,2110.8325152236916,1415.712639800606,443329.7504648891,231.6770000078678,25.769014513177236,492308.34767127165,1938.8857540996494,1782.4280110157397,525994.1440769144,1038.1454939508885,123.03853643199335,383139.5814538785,2351.7000100761056,1906.4867920847948,493354.2569130589,12.654676415103692,509.47867901199777,597452.8590825661,3330.387956068566,3835.998749213288,395757.9285239324,361.006995971504,20772.5949440293,468937.7369138643,1055.0764089882086,5788.25715854365,448781.39047195174,243.28607677085012,137.0545,447780.1071389243,14371.04947411913,659.7837396265492,545897.2443951545,7111.702130304106,127.5302001220733,412101.82241884916,37719.21906335209,682.8656872046001,559017.2565577425,134.98050063724446,184.092,347711.9472343287,2327.484030681947,7595.138865167275,704573.8189347527,85.6461174956088,355.929,535207.6017377978,5822.357813194077,21033.78614978882,386244.93366785266,126.39192620871012,95.37218957519535,909148.3041197449,7616.697505376616,1255.445309218245,991008.5772810853,157.537089294093,21.117,483748.2213609591,1293.8571709686219,1226.6939910420356,983305.858856249,6.888999999999999,343.0320822765506,1105229.2191958057,1474.904,33221.6747170984,767924.7079934925,5700.610895820614,476.04499999999996,983532.3806719441,22262.43417505888,12435.827651522388,908331.1372791168,977580.6482313875,1418.1434143652307,1772.9353889566473,842948.5925228754,762685.0847804955
China (mainland),2931.3616200061947,401.8489998173267,4812.776160455785,1785.95511451385,4846.819456018484,2683068.676356671,36.56288436947439,393.9929979858399,785.0207516289312,4000.633199493171,5045.418820266648,305.476,386.5743234763029,52.502,2820680.7464335803,10822.603294479406,2578.808777908257,3392581.101115215,369.5375259098927,1114.2193449776742,7367.938427376367,5033.924130121967,6472.252271404123,3081566.793825763,162.037,1122.7907068822665,5010860.806737526,19189.526388036364,4346.383214382674,6629170.296929309,1542.6469980697907,112.82140205221201,2744707.9022973357,7308.886929407811,29275.166282179784,5714635.283509136,299.43789023831346,776.942213275421,5597412.020580595,4136.465320246436,12956.595725444055,7831604.5465842765,209.6139992733002,502.28456141680863,6962712.716812119,5151.410105799913,3256.2560597188794,8253780.3055686,901.0689973092076,241.998004550934,7818860.970075092,17705.24289549852,1865.8762113704702,5803581.539535349,155.202,324.9112978845801,8166699.161048871,42701.38672654276,10004.437084734165,7632982.6213067155,6598.11699472884,1796.8339199381335,5286309.923490744,6746.665834648093,22381.56620611308,3628259.308663938,2715.3974332380344,8.915000000000001,6835364.182009424,26161.711838789648,15808.253568588076,5684725.714298257,531.3933252154784,194.964,5403459.044981882,6535.871182841471,4272.115840053954,3967452.908045502,372.50016234096074,1814.09498574639,4057367.603924644,5192.889892069862,4818.051319952183,4187770.8665391635,490.7831766027213,552.201522039446,4090000.574513993,12671.659229092353,4093.6340558783218,3051049.9174182294,387.09038738157824,280.5310387174567,4034497.932885379,6571.5088950731,24394.841001420307,3642632.262978553,723.6061458921733,3868.6334310669663,3688316.3532708394,15579.769503568266,6175.932164281204,4967156.583832883,20843.087671308156,2188.4531891208444,2978412.438470366,11458.931959107655,19262.432124092153,2349539.766272828,47115.73570229128,387.63542347815576,5585744.473100545,18406.445637022694,98313.85959804046,2638032.858900365,7197.526458221304,1168.5940859932111,3260583.3680784283,494797.72366277897,47254.27826897303,4202801.539899011,162074.31219225368,4995.186090340863,3698412.891414011,161655.49508460815,122562.19844564199,3286261.261562082,34192.419946877235,1359.2288787771488,3154951.699580606,858677.6778072672,31807.17748404993,3916500.770528036,5243784.83017896,40795.73560510475,17800.21867513863,2981725.1665766803,3730136.1349583585
France,2230.47232529582,14392.410405521015,2271.160099168284,2816.8940710875568,5154.604885263496,1225717.7141657341,5811.814334887914,349.7039972543711,1279.9266998488633,21369.08236743648,14129.70228065455,1034.9514701271275,116.1099979877472,583.1059987992044,1082054.3725797024,8718.205096727823,8981.864600035467,1312781.0990699152,218.4669981449841,1137.2370008714502,15828.975381323653,9006.116230235284,6292.108158760787,1221665.3640884892,257.00899667292833,98.82403787471168,1275315.483388585,13382.73909660201,2523.4883578865374,1342354.393021466,1681.521677161714,24.7999992370605,1105931.195801902,3101.0986399708345,7090.228747921292,1431334.2881496514,5060.0070280917,822.7747149335048,1343248.7034283497,1748.452317783735,4236.142872848692,1290001.435256576,307.00238406116506,217.39300024416272,1343633.1721737422,5485.872321214673,13908.764288904495,1226773.6386666629,104.90099800191821,371.897752770229,1254769.0740114348,2434.8834941618047,12932.643834970204,1387496.4323351805,406.284925065844,204.3639928549527,1132228.619957151,7001.691432353853,71505.42245368884,1124114.444145982,213.42700266838114,1202.4612931468582,1402777.5089535168,10112.184844144027,27927.1594264733,1393773.9963589942,278.2143908157339,2308.0330853528158,1230731.8137401424,15796.393607342456,6157.142153264817,1337769.562400439,1582.9586899940684,857.9729465991902,1489591.1080762292,2151.890100275952,2956.2651296725935,1325951.0032734738,285.95341797526214,384.0872907339264,1339910.612801334,3644.901924874257,3989.7048062164977,1359845.5316113348,459.870995048433,5178.994745388882,1453722.0605323568,8780.086727790018,12014.526427775192,1043389.3886084044,1186.6840022653346,417.3320074472572,1274336.5740023998,2899.63042546069,2368.2259348035273,1332121.0310650673,978.5442052405317,161.0060043334964,689194.1253193612,14154.9607647425,3990.6681945536416,1398727.2931658318,685.154561965268,49.849406929718995,1215032.666286468,5531.293819663198,9712.959569115614,869165.8488780789,4322.520168698082,972.3239974975587,1285874.5679828718,12416.935205440668,6342.622146646681,1060033.4173000716,1166.35487187014,2379.16300442535,1105567.2751879285,8569.646382674346,60923.56020692433,1209384.1950865714,5241.295554447857,45.695854012842176,992806.0464021172,20681.9291612751,10634.805488160671,882384.5755280342,604.1040340575131,907.398792528859,1130361.0011022312,20705.25013913713,17321.803995013383,821246.3368151704,769199.8933279361,10463.17514473671,7723.705732662887,826694.8933110113,783500.0850128361
Germany,959.075925175259,280.6075793172352,701.2000029310582,3289.4759691925174,2422.702747897381,1923932.9175132115,168.0000042021274,2326.0948060347346,1504.950792923178,4475.350112395312,728.5960088240279,231.6999996453524,20.2000007629395,1458.586265961011,2077481.139106373,2593.592845530829,2332.22971895038,1973043.3260001326,606.1771105891972,56.9999995231629,11976.777308257628,10540.904307680896,6023.794540179868,1795373.8571569375,17.69999998807903,1072.3999972715974,2015645.9548297236,3330.7949435295263,4412.142653901506,2209176.905711862,166.64116107549907,1795.213237581871,1823340.9953116875,3324.383855640055,3722.2264086177433,1975320.1627389367,61.80000195652243,457.1084042326773,2232429.744759984,2451.615224715806,615.9092865969045,2113320.7051903983,6.799999952316281,75.69999957084659,1917120.5354230807,3626.4918838512253,2612.818317681297,2023518.9237025636,1002.6000034138564,40.5000002980232,2294344.064056755,778.3000097647315,3907.5402290664993,2320963.2649060674,898.1325082472729,40.26645566175676,1948167.0842736762,5222.054886325941,3864.3357032058348,2050342.6344754458,184.21170552738508,66.52413031707768,2250683.7057139142,1619.7132270839106,4244.860825342382,2225191.407347489,52.65653118056202,42.55370137837637,2024942.122846165,1880.8123708907494,9340.366765329527,2099196.76165454,637.2242976522092,820.8141951357601,2317106.4670807864,22329.620243306566,1374.7527233601404,2184736.7548688487,260.0,413.0168203182137,2226524.356761512,2049.602455422078,1802.4380799194885,2040807.1484056772,116.70000133663409,254.75411527315742,2204095.1385594034,9710.13904785569,6797.408978074063,2124854.416756325,178.37751004383176,554.9616359410625,2079329.3669168164,2858.6816617816257,9561.883909129314,2016898.995389397,116.12008866543388,177.30000052601085,1569296.2820283705,8063.309761107204,2461.2692513724182,2183411.4206083426,11.8799334785536,168.9621645277437,1721782.5306354223,4534.181502528274,6282.463150625158,1835497.0430013854,19316.359477627644,1195.8947036778247,2136283.8773964862,22350.74138571905,32941.701719846125,2100883.266975872,10806.045096949827,160.399998813868,2024504.8623679916,9203.086497865344,15758.373490475567,1918472.3437913535,2558.5546786367167,1556.8550391849271,2058786.3033012392,19783.236368202462,32186.382005513566,2197749.9747665743,1362.499987438318,1998.1806083169818,2007283.8269634598,11963.375605757585,4742.972157661726,1821500.1967025658,2075663.450383393,9245.072953677429,1398.1034055963419,1786139.5189890077,1809866.730875649
India,1476.4267020474017,1014.921812252283,5374.895995350587,5878.206510976502,41172.21712253722,1177286.104734841,4583.2020005038385,3804.97375616948,84112.72510723714,5062.38158077451,2044.502000148058,50.389024160954264,790.752770161163,761.481,1190273.696489757,15902.237142038237,27680.753574012793,1609396.472680439,2402.611393973039,1531.1008071170104,17282.963695668434,20523.135463316892,4973.392286321388,1359940.5597184761,16879.911005620386,1898.397,1332642.2309687377,14287.27506312176,8290.367181163936,1135963.7625936072,13472.06372618239,261.34399942398073,1753230.7706962684,37515.312574430805,6175.687945571933,1446405.2240260278,2444.6930035095215,529.9309999198914,1209340.1164870998,4037.3410432063606,5133.473614002598,1019985.9007217685,1365.048035110723,110.001,1273243.3431327734,9868.667362326003,7925.06554411041,1153849.7233552306,856.645,20.096,1012569.7926105618,259348.80252762223,49047.669384209104,1494887.7844373344,576.5637937387884,728.006,699446.4193860661,5488.361237608857,3125.555178214299,1423626.2119754716,1004.00439042343,1129.569382068106,1803891.3884694069,3177.1022654046233,13057.886872295005,1698861.3570120947,2734.71,241.000000910759,1598601.3329359756,15314.69721427489,21344.663334435365,1857506.3926745337,6430.214779220579,287.16700000000003,1489624.1544678975,32647.90146117591,15787.209846754824,1240982.16615281,993.126,489.648,2118813.1890021325,3437.5861635372844,20280.442588729864,1434193.1030897303,325.544586343515,6929.394564695511,1372348.3350652817,29650.06234404353,107762.65921083245,1654226.809039937,769.4469928337371,6291.17991210938,1378100.0094947163,5551.1218852472675,31533.916084317694,1367614.1023625794,3316.975812610626,2791.018420376984,3023182.0661706156,6168.188693459885,12822.990383741071,1918737.0054691315,13084.843033319752,2401.0650933734905,2045341.8021995549,27919.805322763685,19852.808835723787,3173134.080928055,74120.72943320942,861.7915119227164,2863720.934800042,100118.8078937891,53272.366951929165,1948460.4123821629,10932.050483950954,1576.740941876988,2234493.817495948,130651.49407303268,411000.8651191204,3457399.92856511,54.04443999862671,2544.2016887890504,1724714.9844569622,70673.47949636311,13369.424211695483,1279071.5732944815,2892.8212631009073,1576.6661418411304,2806438.7045820737,37294.527656489285,94119.51901946173,2066469.349724114,2674084.309287712,13483.480028743988,2283.6061899097986,1226544.6665566994,361278.31160303595
