Export_country,Import_country,Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_export,Tons (SUM)_export,Nominal Value (SUM)_import,Tons (SUM)_import,Nominal Value (SUM)_product,Tons (SUM)_product,Average Cost
Russia,Sweden,351926108.9609797,713274.768373944,119023292747.44728,252013052.72258237,8710318987.062227,7368504.891323383,1.0367308467207558e+21,1856959411663685.2,102.02980583151083
Russia,Ukraine,1004271849.4937464,1498684.1168964468,119023292747.44728,252013052.72258237,2669614115.0918794,2993415.9970440585,3.177462623432981e+20,754379903483685.8,48.78234643744511
Russia,United Kingdom,446907362.0546877,883553.3930524712,119023292747.44728,252013052.72258237,14216521519.3457,15103076.82513566,1.692097202647467e+21,3806172496206125.0,91.28993139928227
Russia,United States,16872875169.0,36620013.35831122,119023292747.44728,252013052.72258237,120595761242.0,180354448.0683238,1.435370459440782e+22,4.545167502979472e+16,120.9558335410842
South Africa,Austria,296159960.9099141,234372.93076734463,14244421509.94068,17795608.755477134,15364702118.217093,15875548.654514426,2.1886129334656267e+20,282515052634280.2,147.11070923368038
South Africa,Belgium,88495910.86398105,103006.67986465576,14244421509.94068,17795608.755477134,32479866310.468662,47476506.68932843,4.626569063128374e+20,844873338120081.8,93.7845964104315
South Africa,Brazil,235131676.0,176864.20506352957,14244421509.94068,17795608.755477134,8298699654.963992,9379886.163980313,1.182101758697064e+20,166920784345106.88,132.4749915639502
South Africa,Canada,40645430.260864265,46487.50186418284,14244421509.94068,17795608.755477134,21831402497.170246,21647464.564676967,3.1097569932286453e+20,385229809941046.4,152.01288005876137
South Africa,China (mainland),134531459.3302081,263907.6209353232,14244421509.94068,17795608.755477134,77759127639.26492,106341819.28649531,1.107633790338968e+21,1892417410368123.2,107.74942395942503
South Africa,France,222433280.7550469,221702.29533589203,14244421509.94068,17795608.755477134,51544634493.05953,55433892.192151785,7.342235002949675e+20,986479857244832.0,112.23570512623604
South Africa,Germany,1190167864.5242922,1181253.8439592926,14244421509.94068,17795608.755477134,82866679359.00713,85265665.52379914,1.1803879099187984e+21,1517354423936904.8,75.81804672246645
South Africa,India,550235051.1739048,963252.7867377342,14244421509.94068,17795608.755477134,31245526612.397964,36080361.29465354,4.450744513670655e+20,642071993355914.9,109.51179425379077
South Africa,Indonesia,99770388.0,90166.95369490168,14244421509.94068,17795608.755477134,38517934065.54635,59878521.730703816,5.486656885217453e+20,1065574745575940.6,138.47623849714063
South Africa,Iran,2607105.899902344,3422.6510000000003,14244421509.94068,17795608.755477134,7489451633.987148,10946534.846878693,1.066829059528269e+20,194800251363250.0,235.12131140356104
South Africa,Italy,827427611.9742434,1315964.8853296912,14244421509.94068,17795608.755477134,85028215439.92317,115714020.75218745,1.211177740964312e+21,2059201440829089.2,112.9719013712679
South Africa,Japan,210520465.7106934,353720.287772197,14244421509.94068,17795608.755477134,29543652475.693275,33028302.14139705,4.208322388069775e+20,587758742765989.5,109.89535942836417
South Africa,Malaysia,910950795.1348728,516763.7664647776,14244421509.94068,17795608.755477134,16986894723.92083,19522853.46143032,2.419684885925157e+20,347421061990126.44,101.19015004542551
South Africa,Mexico,33857469.97990275,27290.39067509197,14244421509.94068,17795608.755477134,55197296936.53189,71488192.66756846,7.862535637733177e+20,1272175907348217.5,187.34022853413583
South Africa,Russia,68779053.29199222,49056.094452754165,14244421509.94068,17795608.755477134,7505180857.672238,8804172.188609717,1.0690695964502149e+20,156675603684351.38,194.69864969779502
South Africa,South Korea,232869100.0,284364.66159814777,14244421509.94068,17795608.755477134,45189048533.220924,62036767.3909452,6.436918549403654e+20,1103982040943802.8,129.10020918727312
South Africa,Spain,267300186.3383714,402101.6531924303,14244421509.94068,17795608.755477134,30411831383.82331,41310141.89855985,4.331989451204218e+20,735139122860014.5,108.57420037621064
South Africa,Sweden,148844707.43215978,136757.85929959692,14244421509.94068,17795608.755477134,8710318987.062227,7368504.891323383,1.240734551377539e+20,131127030158810.48,123.83962585327285
South Africa,Ukraine,10564581.916275026,7025.750819458009,14244421509.94068,17795608.755477134,2669614115.0918794,2993415.9970440585,3.802710872425602e+19,53269659925782.56,218.01623606117155
South Africa,United Kingdom,124634228.2752991,187071.4071481176,14244421509.94068,17795608.755477134,14216521519.3457,15103076.82513566,2.025061249267024e+20,268768446184027.97,86.5875129431903
South Africa,United States,3032884433.0,3760945.651521193,14244421509.94068,17795608.755477134,120595761242.0,180354448.0683238,1.7178168554432152e+21,3209517195133909.0,106.46441278359679
South Korea,Austria,85705319.16043285,51055.50830251708,90689708759.31683,109797708.81093016,15364702118.217093,15875548.654514426,1.3934203602747667e+21,1743098868382129.0,121.97422601234575
South Korea,Belgium,1313858955.0,1641583.465902599,90689708759.31683,109797708.81093016,32479866310.468662,47476506.68932843,2.9455896162379503e+21,5212811656835061.0,111.82688505088213
South Korea,Brazil,832086013.0,794714.0316818843,90689708759.31683,109797708.81093016,8298699654.963992,9379886.163980313,7.526066547897277e+20,1029890009712383.2,114.37601388806539
South Korea,Canada,522990542.0,502361.0033169414,90689708759.31683,109797708.81093016,21831402497.170246,21647464.564676967,1.979883534275792e+21,2376842010767330.5,107.09599311080274
South Korea,China (mainland),15616342864.0,19681115.6711076,90689708759.31683,109797708.81093016,77759127639.26492,106341819.28649531,7.051952638983481e+21,1.167608810844317e+16,56.03795754602627
South Korea,France,102858759.93920425,99484.93849033488,90689708759.31683,109797708.81093016,51544634493.05953,55433892.192151785,4.6745678902810064e+21,6086514353170377.0,102.20921349281916
South Korea,Germany,716547662.8004153,623544.7476510195,90689708759.31683,109797708.81093016,82866679359.00713,85265665.52379914,7.515155016920049e+21,9361974714752264.0,86.17660651741042
South Korea,India,7999009453.0,10208045.9186829,90689708759.31683,109797708.81093016,31245526612.397964,36080361.29465354,2.833647708509856e+21,3961541003223525.0,97.78513814980057
South Korea,Indonesia,5036255428.0,6755450.790336717,90689708759.31683,109797708.81093016,38517934065.54635,59878521.730703816,3.4931802224149675e+21,6574524493016772.0,96.57627595760778
South Korea,Iran,1050171437.0,1206077.0421049574,90689708759.31683,109797708.81093016,7489451633.987148,10946534.846878693,6.792161874532842e+20,1201904445606286.8,124.65357121101368
South Korea,Italy,2758812622.509767,2804371.795162073,90689708759.31683,109797708.81093016,85028215439.92317,115714020.75218745,7.71118409457108e+21,1.2705134355890606e+16,105.12738097261189
South Korea,Japan,11345369204.0,16360998.802735807,90689708759.31683,109797708.81093016,29543652475.693275,33028302.14139705,2.679305238707093e+21,3626431901040535.0,69.27743709488472
South Korea,Malaysia,2464443150.0,3319674.3004146065,90689708759.31683,109797708.81093016,16986894723.92083,19522853.46143032,1.540536535237556e+21,2143564579516586.0,59.438411499782134
South Korea,Mexico,7256061253.0,9282935.815490488,90689708759.31683,109797708.81093016,55197296936.53189,71488192.66756846,5.005826783475609e+21,7849239761933355.0,112.3349320428544
South Korea,Russia,315356467.0,235489.91714947365,90689708759.31683,109797708.81093016,7505180857.672238,8804172.188609717,6.806426661682951e+20,966677934286259.6,94.61559280408686
South Korea,South Africa,78346791.0,51742.7777992187,90689708759.31683,109797708.81093016,3491987766.0907483,3966841.6543924217,3.166873534978674e+20,435550124868047.6,129.10020918727312
South Korea,Spain,674434506.8656924,756160.16812582,90689708759.31683,109797708.81093016,30411831383.82331,41310141.89855985,2.758040131036388e+21,4535758931116280.0,118.2672936322328
South Korea,Sweden,175901876.74084428,206025.8090720932,90689708759.31683,109797708.81093016,8710318987.062227,7368504.891323383,7.899362921374211e+20,809044954429439.4,120.30420108899048
South Korea,Ukraine,25172509.0,21037.316899999976,90689708759.31683,109797708.81093016,2669614115.0918794,2993415.9970440585,2.421065265974439e+20,328670217993423.75,150.19312853419228
South Korea,United Kingdom,476753121.203003,575685.9638812484,90689708759.31683,109797708.81093016,14216521519.3457,15103076.82513566,1.2892921961600222e+21,1658283231395352.8,98.91207227863265
South Korea,United States,3402755335.0,3223375.134424748,90689708759.31683,109797708.81093016,120595761242.0,180354448.0683238,1.093679446464509e+22,1.980250517176184e+16,72.56416747562122
Spain,Austria,8542961.868553156,3920.412982089306,15333720973.34079,13409999.709344365,15364702118.217093,15875548.654514426,2.355980551192391e+20,212891102842720.8,79.62383934698641
Spain,Belgium,168664976.22099537,194337.349839846,15333720973.34079,13409999.709344365,32479866310.468662,47476506.68932843,4.980372072561383e+20,636659940904580.0,58.81824699528199
Spain,Brazil,67537814.47264197,42088.24378963311,15333720973.34079,13409999.709344365,8298699654.963992,9379886.163980313,1.2724994495077736e+20,125784270732659.22,114.84910359658689
Spain,Canada,73736710.74936959,88875.0946061535,15333720973.34079,13409999.709344365,21831402497.170246,21647464.564676967,3.347566343483039e+20,290292493520360.56,126.66310667637013
Spain,China (mainland),131514498.12615073,159552.06153775606,15333720973.34079,13409999.709344365,77759127639.26492,106341819.28649531,1.19233676635088e+21,1426043765723053.0,102.36844087149414
Spain,France,2265470350.1319933,2037584.7034036084,15333720973.34079,13409999.709344365,51544634493.05953,55433892.192151785,7.90371042989412e+20,743368478184582.2,34.73718842521174
Spain,Germany,2033153350.932434,1403308.211875189,15333720973.34079,13409999.709344365,82866679359.00713,85265665.52379914,1.2706545392783138e+21,1143412549891200.2,46.98445038987268
Spain,India,158554075.44593987,208845.90999736055,15333720973.34079,13409999.709344365,31245526612.397964,36080361.29465354,4.7911018673960446e+20,483837634474343.7,117.31049149269622
Spain,Indonesia,3744967.147766113,1881.860040000081,15333720973.34079,13409999.709344365,38517934065.54635,59878521.730703816,5.906232534306258e+20,802970959004708.4,141.5583211304492
Spain,Iran,3893779.955611413,2162.044554269472,15333720973.34079,13409999.709344365,7489451633.987148,10946534.846878693,1.1484116159889018e+20,146793029114971.22,170.5817177280296
Spain,Italy,2737127399.6040664,2149048.9506966085,15333720973.34079,13409999.709344365,85028215439.92317,115714020.75218745,1.3037989304168892e+21,1551724984653901.2,47.6970934025635
Spain,Japan,4263402.243877351,2277.64991734614,15333720973.34079,13409999.709344365,29543652475.693275,33028302.14139705,4.530141235956295e+20,442909522116272.3,128.6809752660878
Spain,Malaysia,916870840.3272609,479652.7084261363,15333720973.34079,13409999.709344365,16986894723.92083,19522853.46143032,2.6047230390011684e+20,261801459243353.2,110.3169810623011
Spain,Mexico,212685010.3423673,200083.48267737107,15333720973.34079,13409999.709344365,55197296936.53189,71488192.66756846,8.463799497074184e+20,958656642893647.0,109.7705406388473
Spain,Russia,11339054.823755264,5619.675825883717,15333720973.34079,13409999.709344365,7505180857.672238,8804172.188609717,1.1508234912600462e+20,118063946490274.05,111.78860582307676
Spain,South Africa,50237671.86574579,43530.61556183135,15333720973.34079,13409999.709344365,3491987766.0907483,3966841.6543924217,5.354516604755516e+19,53195345432417.49,108.57420037621064
Spain,South Korea,17387893.501692776,13275.791037440262,15333720973.34079,13409999.709344365,45189048533.220924,62036767.3909452,6.929162612591645e+20,831913032681239.0,118.2672936322328
Spain,Sweden,129181911.97698376,138865.39619595846,15333720973.34079,13409999.709344365,8710318987.062227,7368504.891323383,1.3356160093640458e+20,98811648450949.1,81.23235892094554
Spain,Ukraine,6388471.404296875,7325.623417434985,15333720973.34079,13409999.709344365,2669614115.0918794,2993415.9970440585,4.0935117947310965e+19,40141707650307.59,107.31474688445842
Spain,United Kingdom,511560779.6079014,312935.31947195623,15333720973.34079,13409999.709344365,14216521519.3457,15103076.82513566,2.1799217418914185e+20,202532255835274.8,56.91903298596589
Spain,United States,401395362.0,273724.4034147401,15333720973.34079,13409999.709344365,120595761242.0,180354448.0683238,1.8491817534524537e+21,2418553096175185.0,101.06826912915125
Sweden,Austria,355443687.28107285,210490.9147842145,22746705476.70476,15336006.323103448,15364702118.217093,15875548.654514426,3.49496353820386e+20,243467514548369.7,80.3616522951149
Sweden,Belgium,229598335.59030923,149677.60450342766,22746705476.70476,15336006.323103448,32479866310.468662,47476506.68932843,7.38809952886976e+20,728100006786403.9,56.29784763113799
Sweden,Brazil,249188125.59375772,158491.90258897332,22746705476.70476,15336006.323103448,8298699654.963992,9379886.163980313,1.8876807689109737e+20,143849993520792.6,142.76701304902383
Sweden,Canada,106931495.54988527,94336.493748447,22746705476.70476,15336006.323103448,21831402497.170246,21647464.564676967,4.965924827465284e+20,331985653443043.75,124.404329323192
Sweden,China (mainland),1021891419.8374614,502732.301796102,22746705476.70476,15336006.323103448,77759127639.26492,106341819.28649531,1.768763974535852e+21,1630858812988016.2,102.41763064915177
Sweden,France,670931400.26855,390698.42523893714,22746705476.70476,15336006.323103448,51544634493.05953,55433892.192151785,1.1724706197180225e+21,850134521173074.5,65.39102963014192
Sweden,Germany,6033695525.366821,3749247.9811195177,22746705476.70476,15336006.323103448,82866679359.00713,85265665.52379914,1.884943949211865e+21,1307634785616607.0,50.27363002585007
Sweden,India,82801917.8438549,39314.58767991327,22746705476.70476,15336006.323103448,31245526612.397964,36080361.29465354,7.107327913167572e+20,553328648954663.6,128.55597291311122
Sweden,Indonesia,32909971.468771342,17159.08880567923,22746705476.70476,15336006.323103448,38517934065.54635,59878521.730703816,8.76156101760116e+20,918297387880160.8,165.76569432922784
Sweden,Iran,192048.0074374676,176.1870008240225,22746705476.70476,15336006.323103448,7489451633.987148,10946534.846878693,1.703603505003309e+20,167876127627803.84,195.28905833772285
Sweden,Italy,2522516796.221627,1647457.3945076808,22746705476.70476,15336006.323103448,85028215439.92317,115714020.75218745,1.934111773821733e+21,1774590953927269.8,76.45262813319437
Sweden,Japan,666042717.8044769,354630.05816226103,22746705476.70476,15336006.323103448,29543652475.693275,33028302.14139705,6.720207615707145e+20,506522250481836.3,127.51207735359667
Sweden,Malaysia,27819342.28640557,15194.175619070573,22746705476.70476,15336006.323103448,16986894723.92083,19522853.46143032,3.863958912488172e+20,299402604129517.4,107.7165548167958
Sweden,Mexico,184857775.43776304,137256.67500315263,22746705476.70476,15336006.323103448,55197296936.53189,71488192.66756846,1.255556656525509e+21,1096343374777067.4,171.3358957413098
Sweden,Russia,90421509.86282672,58318.28936516714,22746705476.70476,15336006.323103448,7505180857.672238,8804172.188609717,1.7071813851887285e+20,135020840354210.14,102.02980583151083
Sweden,South Africa,13705263.191369535,8220.858346044848,22746705476.70476,15336006.323103448,3491987766.0907483,3966841.6543924217,7.943121724352245e+19,60835508694512.31,123.83962585327285
Sweden,South Korea,714854183.354368,390842.1368021569,22746705476.70476,15336006.323103448,45189048533.220924,62036767.3909452,1.0279019777576936e+21,951396256972433.2,120.30420108899048
Sweden,Spain,1016410170.3149894,851180.5732725498,22746705476.70476,15336006.323103448,30411831383.82331,41310141.89855985,6.917689714950355e+20,633532597364614.5,81.23235892094554
Sweden,Ukraine,1870650.8190144305,1857.658100557716,22746705476.70476,15336006.323103448,2669614115.0918794,2993415.9970440585,6.0724926012448784e+19,45907046658346.69,125.34096132146942
Sweden,United Kingdom,822793599.9697448,679373.1995021736,22746705476.70476,15336006.323103448,14216521519.3457,15103076.82513566,3.233790279037919e+20,231620881688597.6,61.582959013925965
Sweden,United States,2337823684.0,1514987.1150161584,22746705476.70476,15336006.323103448,120595761242.0,180354448.0683238,2.7431562627107814e+21,2765916955975646.0,101.58098437613293
Ukraine,Austria,120261645.59636308,134171.77247804048,56285873423.93822,114474448.75268944,15364702118.217093,15875548.654514426,8.648156786224827e+20,1817344680872039.5,99.76237723750538
Ukraine,Belgium,94420655.87207033,147244.70594358444,56285873423.93822,114474448.75268944,32479866310.468662,47476506.68932843,1.8281576439774744e+21,5434846931964245.0,113.07297721137111
Ukraine,Brazil,113845286.0,197937.2134656848,56285873423.93822,114474448.75268944,8298699654.963992,9379886.163980313,4.67099558362583e+20,1073757297984625.0,179.1691597425168
Ukraine,Canada,100966578.29933548,190800.302,56285873423.93822,114474448.75268944,21831402497.170246,21647464.564676967,1.228799557622773e+21,2478081572934774.0,174.29230004604216
Ukraine,China (mainland),694834503.2979507,1859107.5022025905,56285873423.93822,114474448.75268944,77759127639.26492,106341819.28649531,4.376740415859521e+21,1.2173421142179668e+16,112.2609428755019
Ukraine,France,201949367.6673737,331534.14990464883,56285873423.93822,114474448.75268944,51544634493.05953,55433892.192151785,2.9012347727595087e+21,6345764250912591.0,106.06316487892012
Ukraine,Germany,893426366.3857425,974267.2649827418,56285873423.93822,114474448.75268944,82866679359.00713,85265665.52379914,4.6642234254631486e+21,9760740058368102.0,79.45123558277642
Ukraine,India,170419693.91349134,355556.61013557063,56285873423.93822,114474448.75268944,31245526612.397964,36080361.29465354,1.758681755969725e+21,4130279470003337.0,109.48764336711984
Ukraine,Indonesia,865918144.998047,1946063.447,56285873423.93822,114474448.75268944,38517934065.54635,59878521.730703816,2.16801556136494e+21,6854560767248255.0,147.11628142720545
Ukraine,Iran,5369648.907104492,7027.638,56285873423.93822,114474448.75268944,7489451633.987148,10946534.846878693,4.215503266853079e+20,1253098542348544.0,161.5321548298858
Ukraine,Italy,11762150950.627205,24361205.38844447,56285873423.93822,114474448.75268944,85028215439.92317,115714020.75218745,4.785887371714865e+21,1.3246298738563922e+16,78.58041551554511
Ukraine,Japan,62553462.81933594,61834.614,56285873423.93822,114474448.75268944,29543652475.693275,33028302.14139705,1.662890283727691e+21,3780896680873700.0,180.87032723193934
Ukraine,Malaysia,112862419.78311165,215959.667,56285873423.93822,114474448.75268944,16986894723.92083,19522853.46143032,9.561222062963718e+20,2234867888076770.5,113.02689960330126
Ukraine,Mexico,441759767.2745325,1086507.7217,56285873423.93822,114474448.75268944,55197296936.53189,71488192.66756846,3.1068280687131665e+21,8183571447945954.0,238.4991255987893
Ukraine,Russia,1694458231.4059572,3030769.4720504894,56285873423.93822,114474448.75268944,7505180857.672238,8804172.188609717,4.224356597787037e+20,1007852758014856.8,48.78234643744511
Ukraine,South Africa,15525780.25,30773.911,56285873423.93822,114474448.75268944,3491987766.0907483,3966841.6543924217,1.9654958140012465e+20,454102011675779.1,218.01623606117153
Ukraine,South Korea,266630045.0,366618.8744284288,56285873423.93822,114474448.75268944,45189048533.220924,62036767.3909452,2.543505065889074e+21,7101624749477271.0,150.1931285341923
Ukraine,Spain,521669080.2432748,841425.1218397653,56285873423.93822,114474448.75268944,30411831383.82331,41310141.89855985,1.7117564918600308e+21,4728955721733019.0,107.31474688445842
Ukraine,Sweden,1347482.9190268517,1483.3933525083808,56285873423.93822,114474448.75268944,8710318987.062227,7368504.891323383,4.902679119879103e+20,843505535565740.0,125.34096132146942
Ukraine,United Kingdom,1174203235.263306,2197787.2473997297,56285873423.93822,114474448.75268944,14216521519.3457,15103076.82513566,8.001893307665859e+20,1728916394026923.5,114.6172379492169
Ukraine,United States,4788903277.0,11655635.659826947,56285873423.93822,114474448.75268944,120595761242.0,180354448.0683238,6.787837752730686e+21,2.064597602271692e+16,136.70230418027901
United Kingdom,Austria,90955631.93949234,90911.22609507,15378614773.743725,19071449.41843603,15364702118.217093,15875548.654514426,2.362878349893849e+20,302769723154492.06,80.10878346253536
United Kingdom,Belgium,222764355.87617016,323014.11046036874,15378614773.743725,19071449.41843603,32479866310.468662,47476506.68932843,4.994953518913944e+20,905445795889567.2,48.394703787647785
United Kingdom,Brazil,17909579.90777584,29008.35900414096,15378614773.743725,19071449.41843603,8298699654.963992,9379886.163980313,1.276225051166912e+20,178888024527038.5,113.30894189054389
United Kingdom,Canada,123443701.42832948,76062.87178931572,15378614773.743725,19071449.41843603,21831402497.170246,21647464.564676967,3.35736728974528e+20,412848525482623.1,71.32163865653314
United Kingdom,China (mainland),122852477.79565436,67004.35712638003,15378614773.743725,19071449.41843603,77759127639.26492,106341819.28649531,1.1958276691066235e+21,2028092627586860.8,82.39578828913855
United Kingdom,France,2383458742.263182,3651811.311161468,15378614773.743725,19071449.41843603,51544634493.05953,55433892.192151785,7.926850775221857e+20,1057204671009658.8,47.032731588029534
United Kingdom,Germany,1437757619.889205,1140307.7627886585,15378614773.743725,19071449.41843603,82866679359.00713,85265665.52379914,1.274374739441511e+21,1626139827166420.2,43.39257035723259
United Kingdom,India,103970163.87677,57314.29166127697,15378614773.743725,19071449.41843603,31245526612.397964,36080361.29465354,4.805129171748261e+20,688104785429882.2,94.63932820164543
United Kingdom,Indonesia,542820.0216064464,300.68274182517,15378614773.743725,19071449.41843603,38517934065.54635,59878521.730703816,5.923524698744978e+20,1141970198437840.5,144.23426717705118
United Kingdom,Iran,370842.92578125,215.0545426104643,15378614773.743725,19071449.41843603,7489451633.987148,10946534.846878693,1.1517739154567384e+20,208766285639394.4,213.17715149907568
United Kingdom,Italy,602579847.1090752,569422.0348385327,15378614773.743725,19071449.41843603,85028215439.92317,115714020.75218745,1.3076161701494669e+21,2206834093779200.0,61.5465801400809
United Kingdom,Japan,8451973.466308594,4311.1864081005415,15378614773.743725,19071449.41843603,29543652475.693275,33028302.14139705,4.54340450433047e+20,629897593666476.4,100.48589727813821
United Kingdom,Malaysia,27201237.84387208,14092.305635968863,15378614773.743725,19071449.41843603,16986894723.92083,19522853.46143032,2.612349101613182e+20,372329112293207.1,81.9292637915306
United Kingdom,Mexico,79056498.25292972,74708.88104318651,15378614773.743725,19071449.41843603,55197296936.53189,71488192.66756846,8.488579661388686e+20,1363383450474941.5,127.75064199367311
United Kingdom,Russia,6446192.256469728,3762.020540702557,15378614773.743725,19071449.41843603,7505180857.672238,8804172.188609717,1.1541928521741687e+20,167908324566271.47,91.28993139928227
United Kingdom,South Africa,55081614.41479492,42768.17890396783,15378614773.743725,19071449.41843603,3491987766.0907483,3966841.6543924217,5.370193464933553e+19,75653419962690.17,86.5875129431903
United Kingdom,South Korea,72064994.73577884,49533.88087467064,15378614773.743725,19071449.41843603,45189048533.220924,62036767.3909452,6.949449693844135e+20,1183131071379693.2,98.91207227863265
United Kingdom,Spain,1082267444.479452,995894.4883657484,15378614773.743725,19071449.41843603,30411831383.82331,41310141.89855985,4.6769183941586826e+20,787844281686799.2,56.91903298596589
United Kingdom,Sweden,1647547406.2339306,859012.1056938702,15378614773.743725,19071449.41843603,8710318987.062227,7368504.891323383,1.3395264025845563e+20,140528068324372.4,61.582959013925965
United Kingdom,Ukraine,348021.6596679688,236.326,15378614773.743725,19071449.41843603,2669614115.0918794,2993415.9970440585,4.105496707054676e+19,57088781775963.02,114.6172379492169
United Kingdom,United States,968412087.0,1007502.1799872788,15378614773.743725,19071449.41843603,120595761242.0,180354448.0683238,1.854595755487092e+21,3439620733724985.0,69.0960477881604
United States,Austria,409796543.0,1028152.532,36843845491.0,36596235.65541105,15364702118.217093,15875548.654514426,5.66094710858831e+20,580985319719553.8,102.85739546661415
United States,Belgium,280190298.0,198468.88065221644,36843845491.0,36596235.65541105,32479866310.468662,47476506.68932843,1.1966831759112436e+21,1737461426898362.5,74.01011263678184
United States,Brazil,56198620.0,60142.071,36843845491.0,36596235.65541105,8298699654.963992,9379886.163980313,3.0575600786370835e+20,343268524477953.1,87.11424624192192
United States,Canada,14915778836.0,12699837.196770476,36843845491.0,36596235.65541105,21831402497.170246,21647464.564676967,8.043528204575721e+20,792215714551078.5,29.786348476751247
United States,China (mainland),349320142.0,748966.1967665137,36843845491.0,36596235.65541105,77759127639.26492,106341819.28649531,2.864945284256024e+21,3891710278633718.5,71.75468629544517
United States,France,94935431.0,189709.6787331017,36843845491.0,36596235.65541105,51544634493.05953,55433892.192151785,1.8991025491523543e+21,2028671781960636.8,81.12448420284983
United States,Germany,248208259.0,150779.55540204232,36843845491.0,36596235.65541105,82866679359.00713,85265665.52379914,3.0531271306554974e+21,3120402388824410.5,70.04615610557092
United States,India,456913258.0,433110.2764537954,36843845491.0,36596235.65541105,31245526612.397964,36080361.29465354,1.1512053547921192e+21,1320405404471512.8,92.83762339982371
United States,Indonesia,11259507.0,12467.851012052282,36843845491.0,36596235.65541105,38517934065.54635,59878521.730703816,1.419148811343515e+21,2191328491954488.0,117.75953029845164
United States,Italy,341453753.0,247605.9343750141,36843845491.0,36596235.65541105,85028215439.92317,115714020.75218745,3.13276643204399e+21,4234697572082176.0,87.74437487739273
United States,Japan,66092048.0,36694.10457029136,36843845491.0,36596235.65541105,29543652475.693275,33028302.14139705,1.0885017670542426e+21,1208711528464684.0,77.070894615151
United States,Malaysia,58958804.0,31607.386,36843845491.0,36596235.65541105,16986894723.92083,19522853.46143032,6.258625245800222e+20,714462945940561.2,66.65978299115417
United States,Mexico,16983690878.0,17032919.932803143,36843845491.0,36596235.65541105,55197296936.53189,71488192.66756846,2.0336806798504289e+21,2616198745441763.5,31.77220122882001
United States,Russia,11858333.0,7364.1829218206385,36843845491.0,36596235.65541105,7505180857.672238,8804172.188609717,2.765197239020868e+20,322199560165177.25,120.95583354108422
United States,South Africa,10451067.0,8358.978000000001,36843845491.0,36596235.65541105,3491987766.0907483,3966841.6543924217,1.286582577103098e+20,145171471991845.7,106.46441278359679
United States,South Korea,325874481.0,203420.91109544775,36843845491.0,36596235.65541105,45189048533.220924,62036767.3909452,1.6649383220432918e+21,2270312158738950.0,72.56416747562122
United States,Spain,242898769.0,485915.1969401239,36843845491.0,36596235.65541105,30411831383.82331,41310141.89855985,1.1204888166039308e+21,1511795687878166.0,101.06826912915125
United States,Sweden,23475971.0,14314.085168416615,36843845491.0,36596235.65541105,8710318987.062227,7368504.891323383,3.209216469366443e+20,269659541430919.5,101.58098437613293
United States,Ukraine,2290100.0,1960.987,36843845491.0,36596235.65541105,2669614115.0918794,2993415.9970440585,9.83588499770379e+19,109547757242501.6,136.70230418027901
United States,United Kingdom,52741694.0,144153.3812267955,36843845491.0,36596235.65541105,14216521519.3457,15103076.82513566,5.237913222782495e+20,552715758614441.94,69.0960477881604
