Country,Nominal Value (SUM)_exporter,Tons (SUM)_exporter,Price_exporter,Nominal Value (SUM)_importer,Tons (SUM)_importer,Price_importer,Throughput,Ton (SUM)_difference,Ton (SUM)_difference_ratio,Ton (SUM)_exporter_ratio,Nominal Value (SUM)_difference,Nominal Value (SUM)_difference_ratio,Nominal Value (SUM)_exporter_ratio,Price_difference,Price_difference_ratio,Price_exporter_ratio
Afghanistan,73335.17150878906,87.8909996185303,834.3877282893891,253252429.33569527,469807.16111863736,539.0561283329248,253325764.5072041,-469719.27011901885,-0.9996259122149838,0.00018707888447093245,-253179094.16418648,-0.9994210208215383,0.00028957341772062784,295.3315999564643,0.21502997631280543,1.547867994506994
Albania,119790385.62968706,238171.6741476863,502.9581542740764,196326798.29751948,298978.0244556886,656.659627927326,316117183.9272065,-60806.35030800229,-0.11320186991839122,0.7966193320773167,-76536412.66783242,-0.24211405314004297,0.6101580969509478,-153.70147365324965,-0.1325449436981424,0.7659343332277158
Algeria,1045510858.4824286,1744894.8429472772,599.1827316748045,5220645857.038578,10171552.530019974,513.2594893090844,6266156715.521007,-8426657.687072698,-0.7071451266749833,0.1715465596621021,-4175134998.5561495,-0.6662991667946184,0.20026465826500187,85.92324236572006,0.07723838662804983,1.16740702150755
Andorra,221706.0103149414,276.9250000391006,800.5994774167644,657757.9840488436,635.0151176945247,1035.8146849115794,879463.994363785,-358.09011765542414,-0.39266845562772035,0.4360919800531677,-436051.9737339022,-0.4958156064698789,0.33706319906635757,-235.215207494815,-0.12808396510980477,0.7729176744439632
Angola,20940737.71484375,51274.147,408.4073346913748,511806292.9340868,713887.596305112,716.9284010298777,532747030.64893055,-662613.449305112,-0.8659782785832402,0.07182383790582864,-490865555.21924305,-0.9213858116136803,0.040915358024995234,-308.5210663385029,-0.2741591300668728,0.5696626526507974
Anguilla,538916.6552734375,617.982,872.058822544083,88324.712890625,78.013,1132.1794174128029,627241.3681640625,539.9689999999999,0.7758231021774581,7.9215258995295645,450591.9423828125,0.7183708939697274,6.1015387159060825,-260.1205948687199,-0.12978526688240188,0.7702479034081596
Antigua and Barbuda,13537.6923828125,20.77525,651.6259675725923,456325.1731567383,510.480465683896,893.913095274654,469862.8655395508,-489.705215683896,-0.9217881355939648,0.04069744367625739,-442787.4807739258,-0.9423759850982607,0.029666766549744084,-242.28712770206164,-0.15676545066140984,0.7289589681784233
"Areas, nes., Spec Cat, Islands, Other",1801261994.6324902,1640342.77353069,1098.100972368986,974236874.0739684,1304883.265195312,746.6084515446266,2775498868.7064586,335459.508335378,0.11389941007057158,1.2570800908272566,827025120.5585217,0.2979735030279306,1.8488953175218559,351.4925208243594,0.1905408604020986,1.4707856174105334
Argentina,541265284.6722896,836295.8617027795,647.2174614976822,2930588627.0230374,4209974.875455797,696.1059658831704,3471853911.695327,-3373679.0137530174,-0.6685489521817944,0.19864628327793457,-2389323342.350748,-0.6881981221335512,0.18469507445748876,-48.888504385488204,-0.036393695955119806,0.9297685887184405
Armenia,25466267.09416008,47939.5405764928,531.2163359914945,65847507.32317066,80528.53880419434,817.6915699821562,91313774.41733074,-32588.998227701537,-0.25367389615229746,0.5953111938744859,-40381240.22901058,-0.4422250694014297,0.38674610671555243,-286.47523399066176,-0.21237568014984837,0.6496536781014959
Australia,2890004970.839672,3498760.665633012,826.0081917654686,2671425317.842404,3047287.7935872665,876.6567186283389,5561430288.682076,451472.8720457456,0.06896876411139828,1.1481556395808195,218579652.9972682,0.03930277674110095,1.081821360132128,-50.64852686287031,-0.02974662046165964,0.9422253593834111
Austria,17559883722.7292,18364187.64016673,956.202586621456,11913271083.07722,13897332.42984248,857.2343752456566,29473154805.80642,4466855.21032425,0.13845767963291677,1.3214181738023576,5646612639.651978,0.1915849415122522,1.4739766769575973,98.96821137579946,0.054574938890570475,1.1154505864833504
Azerbaijan,272123920.6827009,546255.9791762895,498.16190770678986,540400733.4364724,855684.6251304434,631.5419461394342,812524654.1191733,-309428.64595415385,-0.2207145188630641,0.6383847075586013,-268276812.75377154,-0.3301768277352767,0.5035594954733547,-133.38003843264437,-0.11806637463308162,0.7888025660876749
Bahamas,123243.42395019533,145.54538281846047,846.769726140454,21475541.450811382,17929.9597425173,1197.746216902342,21598784.874761578,-17784.41435969884,-0.9838958433737538,0.00811744058037837,-21352298.026861187,-0.98858792986135,0.005738780753559952,-350.97649076188793,-0.17166727995260306,0.7069692345431932
Bahrain,723609136.8842344,1502595.7275881905,481.572736830349,268938820.2368541,341518.5684020842,787.479349937486,992547957.1210884,1161077.1591861062,0.6296123628078144,4.399748261474092,454670316.64738035,0.4580839780942813,2.6906087274680273,-305.90661310713693,-0.2410512667657751,0.6115369715644972
Bangladesh,115893548.89615633,167673.45948985798,691.1860067106585,7640945093.57386,14743286.629166665,518.2660614125055,7756838642.470016,-14575613.169676807,-0.9775100384558852,0.011372868459204296,-7525051544.677704,-0.9701183551088405,0.015167436420086881,172.91994529815304,0.1429737894172949,1.3336509144103885
Barbados,2751.818359375,5.141,535.2690837142579,2045322.8669738767,2105.636704718326,971.3560095104264,2048074.685333252,-2100.495704718326,-0.9951288096434711,0.0024415417856651195,-2042571.0486145017,-0.9973127753796466,0.0013454200330955117,-436.08692579616843,-0.2894462117730933,0.5510534535983765
Belarus,1428493001.6800897,3137714.1879381565,455.2654945984024,2841880911.998239,4782720.516203333,594.1975706860266,4270373913.678329,-1645006.3282651762,-0.20769141969001076,0.6560521730901743,-1413387910.3181493,-0.3309752117469062,0.5026575869696313,-138.93207608762413,-0.1323839596488994,0.7661853852293252
Belgium,49816953389.91828,52612921.12970709,946.8577741027552,30950102208.22697,46638746.743705615,663.613505275075,80767055598.14525,5974174.386001475,0.060192181290303765,1.1280946595505967,18866851181.69131,0.23359587695709652,1.6095893013457072,283.24426882768023,0.17587663465635062,1.426821133952469
Belize,10418629.330566406,18320.085,568.699835757662,12556774.16156745,15040.412931211087,834.8689772679232,22975403.492133856,3279.672068788912,0.09831004547808468,1.2180573155663237,-2138144.8310010433,-0.09306234085216762,0.8297218056572787,-266.1691415102613,-0.18963740077445662,0.6811845346304642
Benin,4.94950008392334,0.004,1237.375020980835,107893817.0187888,148267.60690050916,727.6964893025349,107893821.96828888,-148267.60290050917,-0.9999999460435093,2.697824618349771e-08,-107893812.06928872,-0.9999999082523913,4.587380649496742e-08,509.67853167830003,0.25936894866731985,1.700399877106463
Bhutan,1299123444.0487928,1266833.9559611224,1025.4883348648268,311582164.6920407,836756.6889770551,372.3688962354798,1610705608.7408335,430077.2669840673,0.20444912512753013,1.5139812715567793,987541279.3567522,0.6131109707432887,4.169440973403632,653.1194386293471,0.46722900171661447,2.7539580916455635
Bolivia,1351.307464599614,1.300169192433352,1039.3320134516905,430905058.9474635,590414.926067253,729.8342909751912,430906410.2549281,-590413.6258980605,-0.9999955957538608,2.2021279189091034e-06,-430903707.6399989,-0.9999937280697969,3.1359749358718183e-06,309.49772247649935,0.1749398695318022,1.4240657452021803
Bosnia and Herzegovina,285587881.1901634,607576.5967662182,470.0442425040462,352908663.84660816,389569.81473887886,905.8932455615331,638496545.0367715,218006.78202733933,0.2186306639746905,1.559609019434591,-67320782.65644479,-0.10543640866931822,0.8092402098529783,-435.8490030574869,-0.3167651196641527,0.5188737688541671
Botswana,3477470.70419109,9831.639159583432,353.7020274794576,268928369.2646611,253565.9937232654,1060.5853147570006,272405839.96885216,-243734.35456368196,-0.925347551137969,0.038773492514589315,-265450898.56046999,-0.9744684570302258,0.012930843680418108,-706.8832872775429,-0.49981589042558033,0.33349700637755597
Brazil,55685153948.78784,109916461.45070644,506.61341544151344,6933107349.711254,8619142.561197553,804.3848097980597,62618261298.4991,101297318.88950889,0.8545729338784663,12.752598146541683,48752046599.076584,0.7785595701336588,8.031774374747997,-297.77139435654624,-0.22713333139877534,0.6298147469601004
British Virgin Islands,2364171.045898437,3325.434,710.9360901158879,28455623.61325073,60658.954000251535,469.1083795004565,30819794.659149166,-57333.520000251534,-0.8960548313758372,0.05482181575346998,-26091452.56735229,-0.8465809995137907,0.08308273535068585,241.82771061543133,0.20493101475578648,1.5155049902816669
Brunei Darussalam,130558.31204223631,162.94107458291043,801.260899846364,51001722.44290209,78306.61476814483,651.3079717966509,51132280.75494432,-78143.67369356193,-0.9958470244202865,0.002080808563431795,-50871164.13085985,-0.9948933116178428,0.0025598804469476526,149.95292804971314,0.10323292132792293,1.2302335216872349
Bulgaria,155428546.23123577,209382.4868841382,742.3187514113449,4222061002.959699,7177549.35107747,588.2315532008007,4377489549.190935,-6968166.864193331,-0.9433100260088723,0.029171863075062855,-4066632456.728463,-0.9289873593142156,0.03681342977334508,154.08719821054422,0.11580711956280412,1.2619499028436927
Burkina Faso,37889.94140625,160.0,236.8121337890625,45864050.94550514,62288.795198569285,736.3130206531687,45901940.88691139,-62128.795198569285,-0.9948758018632307,0.002568680281741507,-45826161.00409889,-0.9983490919697884,0.0008261359523446841,-499.5008868641062,-0.5132956275808187,0.3216188321360814
Cambodia,8351344.616760254,13580.101999978066,614.9692113338871,167094862.0460514,178087.571912062,938.27357098541,175446206.66281167,-164507.46991208394,-0.8582953325117283,0.07625519206182335,-158743517.42929116,-0.9047988010044512,0.04997966134026682,-323.3043596515229,-0.2081479877658056,0.6554263387042049
Cameroon,337955.1786804199,427.771,790.037610498187,581204177.1931434,982461.7658955104,591.5794358301342,581542132.3718238,-982033.9948955105,-0.9991295644445436,0.000435407274714745,-580866222.014463,-0.9988377276215498,0.0005814741048705712,198.45817466805272,0.14364195577599442,1.335471726446282
Canada,19924829466.55693,25411829.09860441,784.076950511649,20662167269.96064,21020064.707664613,982.9735330180278,40586996736.51757,4391764.390939798,0.09458508001555695,1.2089320110103379,-737337803.4037094,-0.018166848071818537,0.9643145951840358,-198.89658250637876,-0.11255851734868581,0.7976582524091917
Cayman Islands,55026.0,47.43,1160.1518026565466,1701576.7084995508,1627.0582069996815,1045.7995302069016,1756602.7084995508,-1579.6282069996814,-0.9433498548371573,0.029150770264981234,-1646550.7084995508,-0.9373495216263193,0.03233824236376736,114.35227244964494,0.05183807582065253,1.1093443524754896
Chile,149203234.0361389,235131.481645863,634.5523491442008,2811070245.132493,4006659.510715528,701.5994839627584,2960273479.168632,-3771528.029069665,-0.8891357532375889,0.058685166787200274,-2661867011.096354,-0.8991963174442643,0.05307702085868955,-67.04713481855765,-0.05017927840030925,0.9044367386933304
China (mainland),140321506006.60947,192264761.8536446,729.8347583496591,67768441493.9519,100806787.07101849,672.2607025081452,208089947500.56137,91457974.78262612,0.31206705365363285,1.907260090713871,72553064512.65756,0.34866203477927177,2.070602524024884,57.57405584151388,0.041062864440264274,1.0856424533320335
Colombia,121010037.07766524,107860.96967853468,1121.907557834123,3988566545.114844,6174282.202548781,645.9967999953645,4109576582.192509,-6066421.232870246,-0.9656610915346925,0.017469394196787606,-3867556508.0371785,-0.9411082700821187,0.03033922982327501,475.9107578387585,0.26919485532749593,1.736707608833625
Congo,891273.0247476101,2562.267400000096,347.84543750101057,57307913.09088221,67431.14404847531,849.8730653254875,58199186.11562982,-64868.87664847521,-0.9267854688898463,0.03799827863157887,-56416640.0661346,-0.9693716326899543,0.015552355280049678,-502.0276278244769,-0.419153270689015,0.40929104791406873
"Congo, D.R.",494442.4754257202,622.4633554930496,794.3318607632336,159679014.3130666,164296.4403818768,971.895763182222,160173456.78849232,-163673.97702638374,-0.9924512794908663,0.0037886600223732674,-159184571.83764088,-0.993826162145222,0.003096477502399386,-177.5639024189884,-0.1005328531904288,0.8173014955455704
Costa Rica,199961437.64701188,219444.06154838583,911.21826781775,1984769156.551984,3079427.5267400346,644.5253669123084,2184730594.198996,-2859983.465191649,-0.8669581063249318,0.07126131712562019,-1784807718.904972,-0.8169463656727659,0.10074795700392303,266.69290090544155,0.17142470967057255,1.4137818534328173
Croatia,736427377.2202961,1126395.6773516631,653.7910185803935,743679849.8919603,844983.2361272952,880.1119573689699,1480107227.1122563,281412.44122436794,0.14274903687985074,1.333039081951649,-7252472.671664119,-0.004899964366645218,0.9902478564227366,-226.32093878857643,-0.14754579809619436,0.7428498307588659
Curacao,142.220397949219,0.246999997258186,575.7910912061988,1421993.1433448792,1335.854881903952,1064.4817506809998,1422135.3637428284,-1335.6078819066938,-0.9996302677204425,0.0001849003215874352,-1421850.92294693,-0.999799990350321,0.00010001482680477733,-488.690659474801,-0.29793254329111685,0.5409121300932005
Cyprus,24299928.146915376,22889.82289115512,1061.6040264909668,77888923.65483856,88231.65492767043,882.7775441669941,102188851.80175394,-65341.83203651531,-0.5880216256937278,0.25942869268313606,-53588995.507923186,-0.5244113674149669,0.3119818198361486,178.82648232397275,0.0919708790818561,1.202572532010561
Czech Republic,5847173140.990894,6595958.295967641,886.4781853708039,18654107635.80748,22168193.71835021,841.480721109277,24501280776.79837,-15572235.422382567,-0.5413764819011949,0.29754153088745755,-12806934494.816586,-0.5227046949702394,0.3134523106196169,44.99746426152683,0.026040818501400824,1.0534741475743012
Côte d'Ivoire,12996415.734630233,24312.307598392614,534.5611757351029,390610956.729904,589398.3181645757,662.7283191887816,403607372.4645342,-565086.0105661831,-0.9207694748052719,0.04124936710729461,-377614540.99527377,-0.9355987198386856,0.03327202043545561,-128.1671434536787,-0.10704774743039629,0.8066068104490196
Denmark,716626661.8965642,657220.0291386233,1090.3907825752078,7513943767.280065,10736163.399786867,699.8723368376853,8230570429.176629,-10078943.370648244,-0.8846312803850568,0.061215538984035055,-6797317105.3835,-0.8258622125737026,0.0953729072364315,390.5184457375225,0.21813466495673042,1.5579852569999373
Djibouti,77853.35988616943,83.76,929.4813739991574,1486097802.8216045,2118361.395769667,701.5317621390369,1486175656.181491,-2118277.635769667,-0.999920923135752,3.953999547351427e-05,-1486019949.4617183,-0.9998952299352202,5.2387776725294825e-05,227.9496118601205,0.13975951928863345,1.3249312777586584
Dominica,623696.537109375,800.3499965667718,779.2797398448431,39130491.22886992,68215.9618611994,573.6266140832205,39754187.7659793,-67415.61186463262,-0.9768069323027231,0.011732591240086339,-38506794.69176055,-0.9686223478753542,0.015938888511811487,205.65312576162262,0.15200839671166003,1.3585139195298686
Dominican Republic,968208.1434173584,886.0659999897482,1092.704317092136,2949617620.3636203,5521375.196808035,534.217928545922,2950585828.5070376,-5520489.130808045,-0.9996790930534356,0.00016047922273095883,-2948649412.220203,-0.9993437180277469,0.0003282486979780113,558.4863885462141,0.34327786103089575,2.0454280148671686
East Timor,50569.0,90.111,561.185648810911,26758049.922187805,34223.15626515787,781.869729222778,26808618.922187805,-34133.045265157874,-0.9947477458614676,0.0026330417715370335,-26707480.922187805,-0.9962274073016013,0.0018898611874577649,-220.68408041186706,-0.16431495232531762,0.7177482742153999
Ecuador,1905379.0136516087,1994.2480699619405,955.4373111104342,1140661179.364219,1480689.447023782,770.3581474541962,1142566558.3778706,-1478695.19895382,-0.997309948067061,0.001346837497876697,-1138755800.3505673,-0.996664738697837,0.0016704162884842173,185.07916365623794,0.1072428153277046,1.2402508031723547
Egypt,3444906722.0852103,4933929.424626958,698.2075391858025,13596944541.42966,29022558.918987334,468.4957167072602,17041851263.514872,-24088629.494360376,-0.7093969567936896,0.17000325293160312,-10152037819.34445,-0.5957121478391896,0.2533588860047666,229.71182247854227,0.19688967294662038,1.4903178711921454
El Salvador,112776349.165133,131514.0526025984,857.5231842783681,401019983.08441067,671251.5503859353,597.421313744221,513796332.24954367,-539737.4977833369,-0.672347564188106,0.19592364818671115,-288243633.91927767,-0.5610075740659078,0.2812237642067695,260.1018705341471,0.17877099153105208,1.435374273649545
Estonia,29071195.19197404,28146.85288989956,1032.8399876778474,677715856.0326427,654651.0413074165,1035.232227965548,706787051.2246168,-626504.188417517,-0.917554365269423,0.04299520067009582,-648644660.8406687,-0.9177370464226707,0.04289584629487229,-2.392240287700588,-0.0011567489131206867,0.9976891752178139
Ethiopia,13321.737339973455,12.48178353067181,1067.2943740161495,1033162163.3982208,1839992.491693389,561.5034670317469,1033175485.1355608,-1839980.0099098582,-0.99998643288066,6.78360568699089e-06,-1033148841.6608808,-0.9999742120529733,1.2894139770039896e-05,505.79090698440257,0.310530192414179,1.9007796686601859
Falkland Islands,16750.0,11.34,1477.0723104056435,27607.61230468751,27.315,1010.7125134427058,44357.61230468752,-15.975000000000001,-0.4132712456344587,0.415156507413509,-10857.612304687511,-0.24477449845829793,0.606716720560293,466.3597969629377,0.18745986087395078,1.461416862619436
Finland,3670986137.6915584,3245306.9853102323,1131.1676073505982,1977706876.6126297,1861160.1945605385,1062.6204463176855,5648693014.304188,1384146.7907496938,0.27105761028013153,1.7437010499123218,1693279261.0789287,0.2997647874988138,1.856183128603536,68.54716103291275,0.03124602712568038,1.0645076624211873
France,38343284238.30854,49024916.13082205,782.1183035987298,44811313675.508095,51567510.90701562,868.9834527074611,83154597913.81664,-2542594.776193574,-0.025276204691205843,0.9506938626380809,-6468029437.199554,-0.07778318456789571,0.855660793967424,-86.86514910873132,-0.05261041530418097,0.9000382011440049
Gabon,240257887.397768,236812.7541750912,1014.5479209288262,47605798.890220165,52446.32510121219,907.7051404144968,287863686.2879882,184366.429073879,0.6373747352551384,4.515335511460225,192652088.50754783,0.6692476254709405,5.046819778233467,106.84278051432943,0.055582057671254154,1.1177064839200321
Georgia,2753639688.186232,2916466.9052382857,944.169701785541,232604726.5575332,366441.1091185176,634.767008311565,2986244414.7437654,2550025.796119768,0.7767582231874921,7.958896621216743,2521034961.628699,0.8442158817214619,11.838279165428473,309.402693473976,0.19595636195889543,1.4874271810328725
Germany,76190266089.05896,81596523.8928566,933.7440181778268,67003965651.3297,76149978.23079124,879.8947446610911,143194231740.38867,5446545.662065357,0.03452720401873725,1.0715239293379475,9186300437.729263,0.06415272686670814,1.1371008469190056,53.84927351673571,0.029691289478421035,1.0611996762606837
Ghana,12972945.129673004,16202.3031511441,800.6852487979118,984727323.7101012,1300339.381083593,757.2848581187418,997700268.8397744,-1284137.0779324488,-0.9753865702162525,0.012460057264160123,-971754378.5804282,-0.9739943036303694,0.01317414965271358,43.40039067916996,0.027857011175306038,1.0573105222082293
Gibraltar,975.192916870118,3.339000076055526,292.0613640782382,237304.08321177965,368.863116332676,643.3391486010115,238279.27612864977,-365.52411625662046,-0.9820581349280194,0.009052138661226559,-236328.89029490954,-0.991814706400706,0.004109465390023722,-351.2777845227733,-0.37553730168119653,0.4539772913141494
Greece,1033417456.0649804,1635710.5136971923,631.7850545138024,2992142429.396313,3937057.547070283,759.9945882484959,4025559885.4612937,-2301347.0333730904,-0.41296300299570543,0.41546522857263996,-1958724973.3313327,-0.4865720617908234,0.34537709365442204,-128.20953373469354,-0.09211913279621838,0.8313020438340637
Grenada,105153.435546875,124.153,846.9665295794301,706729.9539794922,632.6938663254593,1117.0172362884082,811883.3895263672,-508.5408663254593,-0.6719204226800307,0.19622918224425362,-601576.5184326172,-0.7409641904160179,0.14878870628699337,-270.05070670897805,-0.13750149639839257,0.7582394452512706
Guatemala,83880078.83976173,84866.65556967858,988.3749780959988,2228337540.9767456,3721486.9266636265,598.7761303180196,2312217619.816508,-3636620.271093948,-0.9554078969616455,0.022804501867688384,-2144457462.1369839,-0.9274462073804123,0.037642447473642,389.59884777797924,0.24547054512490057,1.6506586152174387
Guinea,3104.033203125,3.5,886.8666294642857,101637908.70327188,132824.0189402145,765.2072984557121,101641012.736475,-132820.5189402145,-0.9999473000771538,2.635065576185725e-05,-101634804.67006876,-0.9999389216396107,3.054011286465083e-05,121.65933100857353,0.07364036739066855,1.158988722734477
Guyana,5923.29736328125,5.00899982452393,1182.530958432249,18079334.17510605,22351.25822895561,808.873218228253,18085257.47246933,-22346.249229131085,-0.9995518930085004,0.00022410370696871422,-18073410.877742767,-0.9993449584699252,0.00032762807003353073,373.657740203996,0.18763531009089465,1.4619484633481274
Honduras,303941258.76422524,363136.1282392327,836.98986448407,480192043.294285,808123.9348134818,594.2059412027132,784133302.0585103,-444987.80657424906,-0.3799222910533249,0.4493569768145105,-176250784.53005975,-0.22477145667371273,0.6329577155820454,242.7839232813568,0.1696371120685704,1.4085854860184428
Hong Kong SAR,395562642.8442376,472779.3822806517,836.6749009571305,2718045500.049441,3537052.3609569143,768.4493252212135,3113608142.8936787,-3064272.9786762623,-0.7641899149120274,0.1336647960034004,-2322482857.205203,-0.7459136637042478,0.14553201660422624,68.225575735917,0.042504857021786996,1.0887834415317847
Hungary,3959656242.34957,5148256.492254898,769.1256735763899,7179512306.225611,8507299.929663632,843.9237320400292,11139168548.57518,-3359043.437408734,-0.24598363725531788,0.6051575158768916,-3219856063.876041,-0.2890571275436797,0.5515216178285551,-74.79805846363934,-0.04637059361182779,0.9113686988244437
Iceland,499035154.61613846,448221.6691332464,1113.36686506289,39010924.81996257,44245.02727590906,881.7019046387525,538046079.4361011,403976.6418573373,0.8203126115998348,10.13044169547384,460024229.7961759,0.8549903946485476,12.792189801170094,231.66496042413746,0.11611878444610327,1.2627474877907339
India,47643768320.69836,72440788.10377693,657.692573035581,26173649128.762463,33350695.79177269,784.8006917810471,73817417449.46082,39090092.31200424,0.3695013140244709,2.1720922572670105,21470119191.935894,0.2908543800876729,1.8202952170067177,-127.10811874546619,-0.08811695821791192,0.8380377080746403
Indonesia,14751828280.232742,16931879.10863601,871.245783506017,37519716558.44881,59311826.46928065,632.5840695174237,52271544838.68155,-42379947.36064464,-0.5558484735154272,0.2854722256345542,-22767888278.216064,-0.4355694546331365,0.393175365737428,238.6617139885933,0.15870260422664534,1.3772806263848218
Iran,12998349895.31586,29286352.86674043,443.8364160420148,6907347261.801753,10624222.29697921,650.1508598672416,19905697157.11761,18662130.569761224,0.46759863753419095,2.756564391077118,6091002633.514108,0.30599293184444776,1.8818150300909144,-206.31444382522682,-0.18858943642991705,0.6826668138724673
Iraq,26326535.156455755,73298.58068173872,359.1684165177107,1040805595.2654852,1843631.1929775828,564.5411073700252,1067132130.4219408,-1770332.6122958441,-0.9235250224719339,0.03975772430024728,-1014479060.1090294,-0.9506592775047522,0.025294382809059046,-205.37269085231452,-0.22233471187775122,0.636213044238594
Ireland,69362021.01694681,101699.84044559706,682.0268420583321,588405209.861246,546844.258580202,1076.001440316756,657767230.8781928,-445144.41813460493,-0.6863749416628292,0.18597587676909189,-519043188.8442992,-0.7890985815017244,0.11788138489341948,-393.97459825842395,-0.2241002617581135,0.6338530939675651
Israel,8393546.455900788,10961.609282981804,765.7220978430602,913264606.233707,1200275.6441706794,760.8790619630707,921658152.6896076,-1189314.0348876975,-0.9819001450760758,0.009132576617894832,-904871059.7778062,-0.9817859877191852,0.009190705955983206,4.843035879989429,0.003172430368521707,1.0063650534258288
Italy,22852977921.98755,23439156.97242547,974.991461888859,73846538964.7567,109410848.27646089,674.9471384972743,96699516886.74425,-85971691.30403543,-0.6471335183086574,0.21423064843806963,-50993561042.76915,-0.5273403909814098,0.30946579545040215,300.0443233915847,0.18185181152884458,1.4445449225247682
Jamaica,100040.607421875,82.0704392027555,1218.9603028043275,20315216.13371086,22540.38257909057,901.2808927456329,20415256.741132736,-22458.312139887814,-0.9927443377483078,0.003641040204831642,-20215175.526288986,-0.9901994269589259,0.0049244175776140845,317.67941005869466,0.14983173175082715,1.3524754742008636
Japan,97780626916.53238,134108266.18939304,729.1170760379728,24211413559.06179,30140069.219066724,803.2965479636509,121992040475.59418,103968196.97032632,0.6329939156568848,4.449500935603546,73569213357.47058,0.6030656842090357,4.038617021596217,-74.17947192567817,-0.04840695146782353,0.9076561798831049
Jordan,15507097.845588684,28705.31126238779,540.2170247813143,1460162479.7447536,3027850.3824271536,482.2439339206297,1475669577.5903423,-2999145.071164766,-0.9812172169336539,0.009480425924935346,-1444655381.899165,-0.9789829673511186,0.010620118007894183,57.973090860684636,0.05669956428877621,1.1202152827291472
Kazakhstan,6942691034.813654,11935940.171322605,581.6626872422019,2148313490.8661127,4195297.256894512,512.0765846414326,9091004525.679768,7740642.914428093,0.47985425475717003,2.8450761508513356,4794377543.947541,0.5273759935334592,3.2316936351847994,69.58610260076921,0.06362220356312911,1.1358900302959467
Kenya,108496814.97948316,124526.42686195072,871.2754209173776,3216197859.2705984,5799037.92221594,554.6088683002814,3324694674.250081,-5674511.495353989,-0.9579555755543245,0.021473635546491895,-3107701044.2911153,-0.9347327645935153,0.03373449636089527,316.66655261709616,0.22208432690624696,1.5709727534426003
Kosovo,441466.3542709351,361.5508626538871,1221.0352674322094,25997990.212017067,32377.11226001165,802.9743357972874,26439456.566288,-32015.561397357764,-0.9779129122469525,0.011166865647262547,-25556523.85774613,-0.9666054895520181,0.016980787771313025,418.060931634922,0.2065508636756795,1.5206404650776564
Kuwait,255791832.25555623,416147.3114573839,614.66655007274,1073060937.7824644,2236555.6213761764,479.782808675332,1328852770.0380206,-1820408.3099187925,-0.6862465779288265,0.1860661579260542,-817269105.5269082,-0.6150185513053675,0.23837586780874084,134.88374139740807,0.12324347428162417,1.2811350030857058
Kyrgyzstan,5667211.604970932,8762.23299948697,646.7770949828368,98882964.87590164,120202.41503355646,822.6370896815746,104550176.48087256,-111440.1820340695,-0.8641141873664184,0.07289564853618666,-93215753.27093071,-0.8915886745345141,0.05731231473574135,-175.85999469873775,-0.11968034372752506,0.7862240872620885
